Gender,AgeClass,Event,WeightClass,AnnualImprovement
F,24-34,SBD,137.25,12.0
F,24-34,SBD,131.55,9.833333333333334
F,35-39,SBD,145.6,12.5
F,35-39,SBD,145.55,7.5
F,35-39,SBD,147.0,9.5
M,60-64,SBD,99.1,-2.5
M,60-64,SBD,93.65,7.5
M,,SBD,94.0,2.5
M,60-64,SBD,94.8,-13.75
M,,SBD,81.0,-5.5
F,24-34,SBD,56.7,-0.35714285714285715
F,20-23,SBD,64.45,-1.6666666666666667
F,24-34,SBD,57.38,-0.8333333333333334
F,20-23,SBD,63.49,1.25
F,24-34,SBD,59.52,-5.0
F,24-34,SBD,59.42,-2.5
F,24-34,SBD,62.9,5.0
F,20-23,SBD,61.25,10.0
F,20-23,SBD,61.75,10.0
F,20-23,SBD,62.6,12.5
F,20-23,SBD,58.5,10.0
F,24-34,SBD,62.1,4.0
F,24-34,SBD,59.5,4.375
F,24-34,SBD,59.4,1.25
F,24-34,SBD,68.9,10.0
F,24-34,SBD,74.15,17.5
F,24-34,SBD,74.85,12.5
F,24-34,SBD,74.8,5.0
F,24-34,SBD,75.2,3.8333333333333335
M,20-23,SBD,77.3,12.5
M,20-23,SBD,79.6,7.5
M,20-23,SBD,82.3,7.5
M,20-23,SBD,90.3,5.0
M,55-59,SBD,82.65,10.0
M,35-39,SBD,65.3,0.5555555555555556
M,24-34,SBD,58.85,7.5
M,24-34,SBD,58.9,6.25
M,24-34,SBD,64.85,2.5
M,24-34,SBD,63.3,2.0
M,24-34,SBD,68.84,6.0
M,24-34,SBD,68.15,-2.5
M,24-34,SBD,81.8,11.666666666666666
M,20-23,SBD,79.0,15.0
M,24-34,SBD,80.9,15.0
M,24-34,SBD,80.7,10.0
M,20-23,SBD,81.8,5.0
M,24-34,SBD,82.3,7.5
M,24-34,SBD,81.3,-0.625
M,24-34,SBD,84.95,4.583333333333333
M,20-23,SBD,81.05,6.25
M,20-23,SBD,82.45,2.5
M,24-34,SBD,84.7,10.0
M,24-34,SBD,83.9,10.0
M,24-34,SBD,84.19,0.0
M,20-23,SBD,82.95,1.5
M,24-34,SBD,82.5,11.25
M,20-23,SBD,81.8,15.0
M,24-34,SBD,82.2,-4.444444444444445
M,24-34,SBD,92.8,6.75
M,24-34,SBD,84.65,4.0
M,24-34,SBD,82.3,0.0
M,24-34,SBD,89.7,5.0
M,24-34,SBD,89.4,2.5
M,24-34,SBD,89.8,1.25
M,24-34,SBD,89.7,6.666666666666667
M,24-34,SBD,104.7,15.0
M,20-23,SBD,108.5,20.0
M,24-34,SBD,96.8,6.833333333333333
M,20-23,SBD,76.53,12.666666666666666
M,24-34,SBD,95.6,-0.0
M,24-34,SBD,88.8,12.5
M,24-34,SBD,89.85,8.75
M,20-23,SBD,90.4,15.0
M,24-34,SBD,111.0,
M,24-34,SBD,117.9,
M,20-23,SBD,103.75,10.0
M,20-23,SBD,107.6,7.5
M,24-34,SBD,112.9,3.1666666666666665
M,24-34,SBD,94.65,-4.5
M,24-34,SBD,83.9,11.833333333333334
M,24-34,SBD,119.7,7.5
M,24-34,SBD,104.25,3.75
M,24-34,SBD,117.5,5.0
M,24-34,SBD,99.75,15.0
M,24-34,SBD,126.2,17.5
M,24-34,SBD,120.1,2.5
F,20-23,SBD,67.4,5.0
F,20-23,SBD,66.77,7.5
F,20-23,SBD,67.47,5.0
F,20-23,SBD,69.0,8.333333333333334
F,20-23,SBD,65.84,5.0
F,20-23,SBD,67.6,6.25
F,20-23,SBD,68.35,12.5
F,20-23,SBD,65.38,12.5
F,,SBD,73.0,5.0
F,24-34,SBD,79.3,2.5
M,20-23,SBD,82.3,12.5
M,18-19,SBD,80.85,22.5
M,16-17,SBD,72.4,15.0
M,18-19,SBD,81.4,12.5
M,,SBD,90.4,-2.5
M,20-23,SBD,89.45,15.0
M,20-23,SBD,110.9,5.0
M,40-44,SBD,100.7,3.6
M,35-39,SBD,92.7,1.6666666666666667
M,40-44,SBD,104.0,2.5
M,35-39,SBD,91.9,-0.0
M,35-39,SBD,92.95,5.0
M,,SBD,81.7,7.5
M,24-34,SBD,92.0,6.666666666666667
M,20-23,SBD,92.35,15.0
M,24-34,SBD,92.1,5.0
M,24-34,SBD,92.25,7.5
M,24-34,SBD,92.0,5.0
M,24-34,SBD,92.4,2.5
M,24-34,SBD,91.6,7.5
M,24-34,SBD,90.8,-0.0
F,20-23,SBD,56.65,5.0
F,20-23,SBD,68.45,-0.0
F,,SBD,68.75,3.5
F,,SBD,71.2,2.5
F,18-19,SBD,86.4,2.5
F,,SBD,71.4,4.0625
F,20-23,SBD,72.25,18.571428571428573
F,24-34,SBD,62.4,5.0
F,24-34,SBD,62.55,1.25
F,24-34,SBD,62.55,-0.5
F,24-34,SBD,61.9,-4.5
F,24-34,SBD,66.1,-0.0
M,24-34,SBD,83.0,7.5
M,24-34,SBD,91.85,11.0
M,24-34,SBD,88.85,9.0
M,24-34,SBD,88.85,-0.0
M,24-34,SBD,,-3.75
M,24-34,SBD,140.15,-5.0
F,20-23,SBD,53.2,7.5
F,24-34,SBD,68.8,-2.5
F,24-34,SBD,68.5,3.3333333333333335
F,24-34,SBD,62.95,5.0
F,13-15,SBD,140.2,20.0
F,16-17,SBD,150.95,12.5
F,16-17,SBD,145.3,22.0
M,20-23,SBD,80.8,0.0
M,20-23,SBD,87.8,10.0
M,,SBD,89.1,13.333333333333334
M,18-19,SBD,79.9,5.0
M,20-23,SBD,85.55,25.0
M,20-23,SBD,93.0,7.5
M,20-23,SBD,93.0,8.333333333333334
M,20-23,SBD,87.2,7.5
M,18-19,SBD,101.5,10.0
M,20-23,SBD,103.9,7.5
M,24-34,SBD,92.1,7.5
M,24-34,SBD,89.1,12.5
M,24-34,SBD,91.6,5.0
M,24-34,SBD,90.75,10.0
M,24-34,SBD,92.6,6.25
M,24-34,SBD,80.8,7.5
M,24-34,SBD,89.8,9.166666666666666
M,20-23,SBD,73.8,12.5
M,20-23,SBD,73.05,7.5
M,24-34,SBD,101.4,-5.0
M,24-34,SBD,97.1,5.0
M,24-34,B,64.0,
M,20-23,B,52.8,12.5
F,35-39,SBD,51.9,1.4285714285714286
F,24-34,SBD,50.2,1.5
F,24-34,SBD,52.8,4.0
F,24-34,SBD,50.9,7.0
F,24-34,SBD,51.6,1.5
F,24-34,SBD,55.18,-0.0
F,35-39,SBD,51.54,0.0
F,24-34,SBD,54.8,0.0
F,24-34,SBD,83.15,4.833333333333333
F,24-34,SBD,70.7,5.5
F,24-34,SBD,72.35,11.0
F,24-34,SBD,71.25,13.25
F,24-34,SBD,83.95,7.5
F,24-34,SBD,100.35,10.0
F,24-34,SBD,106.0,7.5
M,20-23,SBD,86.4,22.5
M,24-34,SBD,73.8,-0.5555555555555556
M,,SBD,80.31,
M,,SBD,80.6,
M,,SBD,87.4,4.375
M,24-34,SBD,81.95,5.0
M,24-34,SBD,92.4,10.0
M,24-34,SBD,84.6,-5.0
F,20-23,SBD,115.0,2.5
F,24-34,SBD,112.95,-2.5
F,16-17,SBD,71.7,7.5
F,13-15,SBD,72.95,5.0
M,20-23,SBD,82.05,4.5
M,16-17,SBD,76.9,1.5
M,16-17,SBD,73.28,9.5
M,20-23,SBD,83.3,13.75
M,18-19,SBD,119.2,-2.5
M,16-17,SBD,104.3,7.5
F,35-39,SBD,62.9,5.0
F,35-39,SBD,62.8,4.0
F,24-34,SBD,62.3,-1.5
F,35-39,SBD,62.8,-20.0
F,24-34,SBD,62.45,-5.0
F,20-23,SBD,67.7,-0.0
F,20-23,SBD,70.68,0.0
F,20-23,SBD,66.3,7.5
F,20-23,SBD,64.0,15.0
F,20-23,SBD,67.1,-12.5
F,20-23,SBD,59.6,-5.0
F,20-23,SBD,71.6,2.5
F,20-23,SBD,65.3,13.0
F,20-23,SBD,71.4,5.0
F,24-34,SBD,80.72,-0.0
F,24-34,SBD,83.24,3.3333333333333335
F,24-34,SBD,81.02,5.0
F,24-34,SBD,75.6,7.5
F,24-34,SBD,80.0,12.5
F,24-34,SBD,75.34,-0.0
F,24-34,SBD,75.4,2.5
F,20-23,SBD,83.6,2.5
F,24-34,SBD,75.15,3.3333333333333335
F,20-23,SBD,82.9,-1.25
M,20-23,SBD,73.65,16.5
M,20-23,SBD,81.2,17.5
M,18-19,SBD,72.65,15.0
M,,SBD,73.9,15.0
M,24-34,SBD,80.6,27.5
F,20-23,SBD,46.6,4.0
F,20-23,SBD,46.45,7.0
F,20-23,SBD,50.85,2.5
F,20-23,SBD,51.4,2.5
F,20-23,SBD,51.7,2.5
F,20-23,SBD,54.0,15.0
F,,SBD,56.0,2.5
F,,SBD,55.5,6.875
F,20-23,SBD,51.7,5.0
F,24-34,SBD,51.65,-7.5
F,,SBD,56.1,7.5
F,,SBD,55.15,12.5
F,20-23,SBD,55.4,7.5
F,20-23,SBD,55.05,2.5
F,20-23,SBD,56.9,7.5
F,20-23,SBD,51.45,7.5
F,20-23,SBD,51.8,12.5
F,20-23,SBD,51.36,8.333333333333334
F,20-23,SBD,54.5,10.0
F,20-23,SBD,54.95,5.0
F,20-23,SBD,55.95,3.75
F,20-23,SBD,54.25,2.5
F,20-23,SBD,55.7,6.25
F,18-19,SBD,54.6,5.0
F,20-23,SBD,53.6,7.5
F,18-19,SBD,57.6,5.0
F,20-23,SBD,62.5,-0.0
F,24-34,SBD,62.8,2.5
F,20-23,SBD,62.15,0.0
F,18-19,SBD,62.45,6.0
F,20-23,SBD,62.35,5.0
F,18-19,SBD,62.6,7.5
F,20-23,SBD,68.4,10.0
F,20-23,SBD,68.35,2.5
F,20-23,SBD,68.45,17.5
F,20-23,SBD,67.75,-2.5
F,24-34,SBD,64.9,-1.25
F,18-19,SBD,66.2,10.0
F,20-23,SBD,74.15,7.5
F,20-23,SBD,75.9,7.5
F,20-23,SBD,72.4,6.25
F,20-23,SBD,71.15,15.0
F,16-17,SBD,72.55,5.0
F,16-17,SBD,81.45,12.5
F,13-15,SBD,69.0,12.0
F,16-17,SBD,82.9,10.0
F,16-17,SBD,104.4,7.5
F,16-17,SBD,124.1,3.75
M,18-19,SBD,57.45,15.0
M,20-23,SBD,57.7,15.0
M,18-19,SBD,57.1,2.5
M,18-19,SBD,58.3,10.0
M,16-17,SBD,55.0,10.0
M,20-23,SBD,66.0,-5.0
M,20-23,SBD,73.9,2.5
M,20-23,SBD,73.7,18.5
M,20-23,SBD,73.1,11.0
M,18-19,SBD,65.95,23.75
M,20-23,SBD,73.55,-5.0
M,20-23,SBD,73.7,15.0
M,,SBD,72.5,25.0
M,18-19,SBD,65.2,15.0
M,24-34,SBD,82.5,
M,20-23,SBD,73.4,14.166666666666666
M,16-17,SBD,73.0,15.0
M,18-19,SBD,74.0,10.0
M,20-23,SBD,71.9,5.0
M,18-19,SBD,82.1,20.0
M,20-23,SBD,82.4,25.0
M,18-19,SBD,82.55,20.0
M,20-23,SBD,82.4,17.5
M,20-23,SBD,82.15,14.0
M,20-23,SBD,82.1,7.5
M,20-23,SBD,82.9,30.0
M,20-23,SBD,82.05,2.5
M,20-23,SBD,79.35,15.0
M,20-23,SBD,81.0,10.0
M,20-23,SBD,82.45,5.0
M,24-34,SBD,83.0,7.5
M,20-23,SBD,82.5,7.5
M,20-23,SBD,72.85,
M,20-23,SBD,72.9,
M,20-23,SBD,82.15,22.5
M,20-23,SBD,72.8,-15.0
M,20-23,SBD,73.1,52.5
M,20-23,SBD,82.55,7.5
M,20-23,SBD,79.4,10.0
M,20-23,SBD,81.45,5.0
M,20-23,SBD,77.75,17.5
M,20-23,SBD,78.77,32.5
M,20-23,SBD,74.25,27.5
M,20-23,SBD,82.45,6.9
M,18-19,SBD,75.3,14.666666666666666
M,20-23,SBD,81.6,2.5
M,,SBD,81.9,7.5
M,20-23,SBD,82.1,1.25
M,20-23,SBD,82.6,10.0
M,20-23,SBD,82.8,3.3333333333333335
M,,SBD,82.2,10.0
M,20-23,SBD,82.55,8.333333333333334
M,,SBD,87.46,5.0
M,,SBD,81.7,17.5
M,20-23,SBD,82.7,10.0
M,,SBD,82.4,9.166666666666666
M,18-19,SBD,79.65,-8.0
M,20-23,SBD,73.75,-7.0
M,18-19,SBD,79.5,20.0
M,16-17,SBD,70.1,35.0
M,20-23,SBD,82.0,12.5
M,24-34,SBD,89.45,6.666666666666667
M,20-23,SBD,81.7,17.5
M,18-19,SBD,80.4,6.25
M,20-23,SBD,82.3,12.5
M,20-23,SBD,82.55,0.0
M,20-23,SBD,81.6,-7.5
M,20-23,SBD,82.25,15.0
M,20-23,SBD,89.3,10.0
M,20-23,SBD,87.95,25.0
M,18-19,SBD,79.9,2.5
M,18-19,SBD,77.3,7.5
M,20-23,SBD,92.2,4.0
M,24-34,SBD,92.6,10.0
M,20-23,SBD,81.75,15.0
M,20-23,SBD,91.7,15.0
M,18-19,SBD,81.6,10.833333333333334
M,20-23,SBD,91.5,6.666666666666667
M,18-19,SBD,95.1,8.75
M,16-17,SBD,86.5,7.5
M,20-23,SBD,90.1,16.666666666666668
M,18-19,SBD,74.5,20.0
M,18-19,SBD,82.3,22.5
M,20-23,SBD,87.7,27.5
M,18-19,SBD,90.7,17.5
M,16-17,SBD,78.95,27.5
M,18-19,SBD,82.5,35.0
M,18-19,SBD,92.1,2.5
M,18-19,SBD,92.6,9.166666666666666
M,16-17,SBD,84.9,12.5
M,20-23,SBD,103.25,-7.5
M,20-23,SBD,104.86,2.5
M,20-23,SBD,104.45,-1.75
M,18-19,SBD,101.45,-13.5
M,20-23,SBD,103.7,2.5
M,18-19,SBD,101.1,7.5
M,20-23,SBD,103.95,12.5
M,20-23,SBD,104.45,10.0
M,20-23,SBD,105.0,12.5
M,20-23,SBD,104.6,8.333333333333334
M,20-23,SBD,103.9,10.0
M,20-23,SBD,104.05,6.25
M,20-23,SBD,101.5,-0.0
M,18-19,SBD,103.3,11.25
M,18-19,SBD,103.1,15.0
M,18-19,SBD,104.0,5.0
M,20-23,SBD,104.6,10.0
M,20-23,SBD,102.75,5.0
M,20-23,SBD,104.5,10.0
M,20-23,SBD,118.2,4.5
M,20-23,SBD,112.8,17.5
M,20-23,SBD,119.7,3.75
M,20-23,SBD,119.97,2.5
M,20-23,SBD,119.66,15.0
M,20-23,SBD,125.0,5.0
M,20-23,SBD,124.8,15.0
M,20-23,SBD,104.3,2.5
M,20-23,SBD,119.7,7.5
M,20-23,SBD,134.8,12.5
M,20-23,SBD,118.7,15.0
M,16-17,SBD,51.5,11.0
M,18-19,SBD,52.1,0.5
M,18-19,SBD,52.25,13.5
M,18-19,SBD,52.01,16.333333333333332
M,13-15,SBD,51.15,20.0
M,16-17,SBD,52.2,13.5
M,16-17,SBD,57.75,12.5
M,18-19,SBD,58.1,5.0
M,16-17,SBD,57.65,10.0
M,18-19,SBD,58.3,18.75
M,18-19,SBD,73.0,10.0
M,18-19,SBD,73.0,12.5
M,18-19,SBD,81.35,22.5
M,16-17,SBD,81.9,32.5
M,18-19,SBD,87.85,20.0
M,18-19,SBD,82.25,15.0
M,16-17,SBD,71.7,37.5
M,18-19,SBD,82.65,15.833333333333334
M,13-15,SBD,82.3,4.5
M,16-17,SBD,78.25,27.5
M,16-17,SBD,82.6,12.5
M,18-19,SBD,79.6,
M,16-17,SBD,88.15,25.5
M,18-19,SBD,91.8,18.0
M,16-17,SBD,90.4,27.5
M,18-19,SBD,91.39,28.333333333333332
M,13-15,SBD,79.75,15.0
M,16-17,SBD,88.52,15.0
M,13-15,SBD,86.5,10.0
M,18-19,SBD,91.3,35.0
M,18-19,SBD,87.9,37.5
M,24-34,SBD,63.25,32.5
M,24-34,SBD,98.0,-25.0
M,24-34,SBD,74.1,0.0
M,,SBD,82.0,-2.9166666666666665
M,20-23,SBD,73.2,0.5
M,20-23,SBD,67.05,1.0
M,24-34,SBD,73.1,-16.25
M,24-34,SBD,100.4,0.0
M,20-23,SBD,73.6,-1.25
M,24-34,SBD,89.0,-4.375
M,20-23,SBD,70.7,-10.833333333333334
F,20-23,SBD,56.04,0.0
F,20-23,SBD,55.2,5.0
F,20-23,SBD,61.4,2.5
F,24-34,SBD,59.8,7.5
F,20-23,SBD,58.36,5.0
F,24-34,SBD,58.66,2.5
F,24-34,SBD,56.48,2.5
F,24-34,SBD,73.5,5.0
F,24-34,SBD,70.05,0.0
F,24-34,SBD,67.2,5.0
F,24-34,SBD,72.8,10.0
M,20-23,SBD,91.7,5.0
M,,SBD,92.3,2.5
M,20-23,SBD,92.1,-1.0
M,20-23,SBD,93.1,9.5
M,45-49,SBD,73.9,2.5
M,45-49,SBD,73.5,1.75
M,40-44,SBD,73.8,2.6
M,24-34,SBD,71.75,-7.5
M,20-23,SBD,91.25,-10.75
M,24-34,SBD,74.45,-1.5
M,24-34,SBD,80.45,10.0
M,24-34,SBD,87.1,6.25
M,24-34,SBD,83.25,8.75
M,24-34,SBD,81.3,2.5
M,24-34,SBD,104.0,7.5
M,20-23,SBD,92.7,-2.5
M,24-34,SBD,101.85,3.0
M,20-23,SBD,109.26,2.5
M,24-34,SBD,100.3,-2.5
M,18-19,SBD,90.7,25.0
F,24-34,SBD,56.5,20.0
F,20-23,SBD,54.6,5.0
F,24-34,SBD,72.65,2.5
F,24-34,SBD,78.25,5.0
M,20-23,SBD,82.55,3.5
M,20-23,SBD,73.85,8.75
M,20-23,SBD,72.8,10.0
M,20-23,SBD,73.5,25.0
M,20-23,SBD,70.35,22.5
M,24-34,SBD,73.45,-1.0714285714285714
M,20-23,SBD,90.9,5.0
M,24-34,SBD,80.6,11.25
M,20-23,SBD,92.25,25.0
M,20-23,SBD,92.7,5.0
M,24-34,SBD,90.6,12.5
M,24-34,SBD,81.0,7.5
M,24-34,SBD,80.3,20.0
M,24-34,SBD,103.6,7.5
M,20-23,SBD,104.2,8.75
M,20-23,SBD,102.8,12.5
M,13-15,SBD,67.45,0.409411764705882
F,24-34,SBD,71.85,2.5
F,24-34,SBD,67.55,
M,24-34,SBD,82.4,-10.0
M,20-23,SBD,80.8,12.5
M,20-23,SBD,80.45,-1.25
M,24-34,SBD,92.7,10.0
M,35-39,SBD,91.6,-5.0
M,16-17,SBD,91.6,12.5
M,16-17,SBD,97.6,20.0
M,16-17,SBD,97.25,30.0
M,24-34,BD,81.8,2.5
M,24-34,BD,82.2,2.5
F,24-34,SBD,111.8,6.875
F,,SBD,90.1,2.5
F,24-34,SBD,82.3,5.625
F,24-34,SBD,102.16,6.25
F,24-34,SBD,82.3,6.5
F,,SBD,109.22,6.666666666666667
F,,SBD,82.5,5.0
F,24-34,SBD,93.72,10.0
F,24-34,SBD,106.5,6.25
F,24-34,SBD,82.2,5.0
F,24-34,SBD,87.0,4.375
F,35-39,SBD,92.7,5.5
F,18-19,SBD,50.19,5.0
M,18-19,SBD,86.1,-8.75
M,16-17,SBD,106.75,47.5
M,,SBD,78.8,10.0
M,18-19,SBD,86.25,-27.5
M,24-34,SBD,91.35,10.0
M,20-23,SBD,82.26,1.25
M,18-19,SBD,82.25,-1.0
M,18-19,SBD,81.51,26.0
M,16-17,SBD,82.15,5.0
M,20-23,SBD,82.65,-0.0
M,20-23,SBD,83.0,2.25
M,20-23,SBD,92.8,2.0
M,18-19,SBD,82.5,-0.6666666666666666
M,20-23,SBD,91.0,-1.25
M,18-19,SBD,82.8,12.5
M,18-19,SBD,81.9,5.0
M,20-23,SBD,82.85,-2.5
M,20-23,SBD,87.2,0.625
M,18-19,SBD,82.8,-2.5
M,20-23,SBD,89.5,0.0
M,24-34,SBD,104.6,-2.5
M,24-34,SBD,104.85,10.833333333333334
M,,SBD,82.3,10.833333333333334
M,,SBD,92.4,32.5
M,24-34,SBD,104.6,20.0
M,20-23,SBD,92.2,10.0
M,20-23,SBD,92.05,7.5
M,20-23,SBD,81.8,13.333333333333334
M,24-34,SBD,92.85,7.5
M,,SBD,92.9,-5.0
M,,SBD,92.2,37.5
F,24-34,SBD,46.1,-2.5
M,20-23,SBD,90.75,-6.25
M,24-34,SBD,87.9,5.0
M,24-34,SBD,91.6,15.0
M,,SBD,105.85,2.5
M,16-17,SBD,69.9,-2.5
M,,SBD,109.1,-7.5
M,,SBD,148.6,2.272727272727273
F,24-34,SBD,68.7,0.0
F,24-34,SBD,68.15,5.166666666666667
F,20-23,SBD,68.15,-6.0
F,24-34,SBD,68.6,7.5
F,24-34,SBD,71.7,7.5
F,24-34,SBD,70.7,5.0
F,24-34,SBD,72.6,5.0
F,24-34,SBD,52.0,4.75
F,20-23,SBD,52.15,4.0
F,24-34,SBD,56.22,2.5
F,20-23,SBD,51.65,5.833333333333333
F,24-34,SBD,51.8,10.0
F,24-34,SBD,55.7,10.0
F,24-34,SBD,56.65,0.0
F,24-34,SBD,56.9,12.5
F,24-34,SBD,56.3,2.5
F,24-34,SBD,54.9,5.0
F,24-34,SBD,62.85,2.5
F,24-34,SBD,62.38,11.25
F,24-34,SBD,62.1,7.5
F,24-34,SBD,61.9,0.0
F,24-34,SBD,61.0,10.0
M,24-34,SBD,58.8,6.25
M,20-23,SBD,58.65,20.0
M,24-34,SBD,59.0,32.5
M,20-23,SBD,58.2,
M,24-34,SBD,65.9,2.5
M,24-34,SBD,65.5,3.3333333333333335
M,20-23,SBD,63.55,14.25
M,24-34,SBD,66.7,11.75
M,20-23,SBD,62.3,27.0
M,20-23,SBD,66.2,11.0
M,24-34,SBD,67.2,-0.5
M,24-34,SBD,65.5,-2.5
M,24-34,SBD,65.5,-2.5
M,24-34,SBD,65.7,2.5
M,24-34,SBD,65.4,10.0
M,24-34,SBD,65.56,12.5
M,24-34,SBD,65.05,5.0
M,24-34,SBD,73.75,14.0
M,24-34,SBD,74.0,4.166666666666667
M,24-34,SBD,73.0,5.0
M,24-34,SBD,72.15,5.0
M,24-34,SBD,72.45,0.0
M,20-23,SBD,71.75,2.5
M,24-34,SBD,73.4,2.5
M,24-34,SBD,72.65,-5.0
M,24-34,SBD,72.8,4.0625
M,24-34,SBD,73.91,1.875
M,24-34,SBD,73.86,0.0
M,24-34,SBD,77.1,4.166666666666667
M,24-34,SBD,73.85,1.25
M,24-34,SBD,73.9,12.5
M,24-34,SBD,73.66,3.75
M,24-34,SBD,73.6,-0.0
M,24-34,SBD,73.6,3.125
M,24-34,SBD,73.95,9.166666666666666
M,24-34,SBD,73.5,-7.5
M,24-34,SBD,73.0,20.0
M,24-34,SBD,73.3,-5.0
M,24-34,SBD,74.0,1.4285714285714286
M,20-23,SBD,73.9,17.5
M,20-23,SBD,71.65,4.583333333333333
M,24-34,SBD,77.8,3.125
M,24-34,SBD,77.8,3.125
M,24-34,SBD,73.9,2.5
M,24-34,SBD,73.8,5.833333333333333
M,24-34,SBD,74.0,-2.5
M,24-34,SBD,73.5,10.0
M,24-34,SBD,73.9,-1.25
M,24-34,SBD,72.55,-2.5
M,24-34,SBD,73.85,11.25
F,24-34,SBD,67.9,8.666666666666666
F,20-23,SBD,69.65,6.0
F,20-23,SBD,62.1,7.5
F,20-23,SBD,66.14,5.0
F,24-34,SBD,68.9,10.0
F,24-34,SBD,68.3,2.5
F,35-39,SBD,68.85,0.0
F,24-34,SBD,68.56,5.0
F,24-34,SBD,68.9,2.5
F,24-34,SBD,72.1,5.0
F,24-34,SBD,68.6,2.5
F,24-34,SBD,75.5,1.5
F,24-34,SBD,73.7,13.5
F,20-23,SBD,67.6,15.0
F,35-39,SBD,74.25,0.5
F,35-39,SBD,71.0,7.5
F,24-34,SBD,73.45,4.5
F,24-34,SBD,71.5,6.0
F,24-34,SBD,66.3,1.6666666666666667
M,24-34,SBD,81.55,17.5
M,20-23,SBD,72.1,25.0
M,24-34,SBD,81.38,13.75
M,20-23,SBD,73.65,-0.0
M,24-34,SBD,82.3,11.25
M,20-23,SBD,72.45,17.5
M,20-23,SBD,82.3,30.0
M,20-23,SBD,72.9,32.5
M,20-23,SBD,81.4,20.0
M,24-34,SBD,80.4,10.0
M,24-34,SBD,82.7,0.0
M,24-34,SBD,82.6,2.5
M,20-23,SBD,80.05,10.0
M,24-34,SBD,81.95,-2.3333333333333335
M,24-34,SBD,83.5,-2.0
M,24-34,SBD,80.6,-1.25
M,24-34,SBD,81.1,-0.0
M,24-34,SBD,81.5,2.5
M,24-34,SBD,81.75,0.0
M,24-34,SBD,82.15,9.166666666666666
M,20-23,SBD,86.75,25.0
M,24-34,SBD,81.6,-0.0
M,,SBD,73.5,-1.0
M,24-34,SBD,93.5,-0.125
M,24-34,SBD,79.1,3.125
M,24-34,SBD,91.75,1.875
M,24-34,SBD,78.5,-5.0
M,,SBD,79.85,-5.0
M,24-34,SBD,87.65,5.0
M,24-34,SBD,92.0,-2.5
M,24-34,SBD,90.35,5.0
M,24-34,SBD,91.4,0.0
M,24-34,SBD,92.15,15.0
M,20-23,SBD,79.2,22.5
M,24-34,SBD,86.6,22.5
M,20-23,SBD,73.35,12.5
M,20-23,SBD,72.35,20.0
M,20-23,SBD,81.9,12.5
M,20-23,SBD,72.5,2.5
M,35-39,SBD,92.65,-2.5
M,35-39,SBD,92.65,2.272727272727273
M,24-34,SBD,81.7,12.5
M,24-34,SBD,91.75,20.0
M,24-34,SBD,89.34,7.5
M,24-34,SBD,92.0,13.75
M,24-34,SBD,80.05,22.5
M,24-34,SBD,90.0,6.25
M,24-34,SBD,94.4,2.5
M,24-34,SBD,91.8,1.0714285714285714
M,35-39,SBD,92.9,10.0
M,,SBD,92.5,7.5
M,24-34,SBD,92.45,1.0
M,,SBD,88.75,-1.25
M,24-34,SBD,92.7,2.5
M,24-34,SBD,90.65,0.0
M,24-34,SBD,87.55,7.5
M,,SBD,96.35,-7.5
M,24-34,SBD,97.85,-12.5
M,,SBD,91.95,2.5
M,24-34,SBD,92.3,-2.5
M,24-34,SBD,92.25,7.5
M,24-34,SBD,92.4,5.0
M,24-34,SBD,92.2,10.0
M,24-34,SBD,92.6,15.0
M,24-34,SBD,92.7,-0.0
M,24-34,SBD,99.25,7.5
M,24-34,SBD,91.55,5.0
M,24-34,SBD,91.15,2.5
M,24-34,SBD,90.05,3.3333333333333335
M,24-34,SBD,90.5,8.333333333333334
M,24-34,SBD,104.2,5.0
M,24-34,SBD,104.5,2.5
M,24-34,SBD,102.4,5.125
M,24-34,SBD,98.25,10.0
M,24-34,SBD,94.55,8.0
M,24-34,SBD,99.65,5.0
M,20-23,SBD,102.5,15.0
M,24-34,SBD,103.3,5.0
M,20-23,SBD,102.3,10.0
M,20-23,SBD,91.4,5.0
M,20-23,SBD,97.4,22.5
F,40-44,SBD,65.39,-27.5
F,24-34,SBD,106.0,12.5
F,,SBD,92.8,5.0
M,24-34,SBD,105.65,2.5
F,60-64,SBD,56.6,-0.8333333333333334
F,60-64,SBD,55.9,2.5
F,60-64,B,59.2,0.16666666666666666
F,50-54,B,50.7,-0.1
F,55-59,B,56.05,-0.16666666666666666
F,50-54,B,55.45,9.5
M,24-34,SBD,105.9,
M,24-34,SBD,104.3,5.0
M,20-23,SBD,108.3,-1.25
F,24-34,SBD,56.7,1.0
F,24-34,SBD,57.95,9.0
F,24-34,SBD,57.55,4.666666666666667
F,24-34,SBD,58.0,4.5
F,24-34,SBD,57.8,2.5
F,24-34,SBD,59.9,5.0
F,24-34,SBD,56.25,5.0
F,24-34,SBD,53.4,15.0
M,24-34,SBD,73.45,5.833333333333333
M,20-23,SBD,69.1,-7.5
M,20-23,SBD,65.7,2.5
M,20-23,SBD,65.4,1.6666666666666667
M,24-34,SBD,80.35,15.0
M,24-34,SBD,82.7,15.0
M,24-34,SBD,104.5,15.0
F,20-23,SBD,67.6,7.5
F,24-34,SBD,56.1,7.5
F,24-34,SBD,55.8,2.5
F,24-34,SBD,55.7,17.5
F,24-34,SBD,56.05,12.5
F,24-34,SBD,61.9,10.0
M,20-23,SBD,78.8,6.666666666666667
M,24-34,SBD,70.3,5.5
