Gender,AgeClass,Event,WeightClass,AnnualImprovement
F,40-44,SBD,54.9,7.5
F,40-44,SBD,56.7,3.125
F,45-49,SBD,62.34,3.125
F,40-44,SBD,56.83,2.5
F,40-44,SBD,56.15,3.125
F,45-49,SBD,61.65,2.5
F,40-44,SBD,60.26,-0.0
F,45-49,SBD,61.7,2.5
F,40-44,SBD,56.38,-0.4166666666666667
F,45-49,SBD,69.0,-1.875
F,45-49,SBD,62.27,-0.0
F,45-49,SBD,62.49,3.3333333333333335
F,,SBD,56.2,1.6666666666666667
F,,SBD,55.95,1.7857142857142858
F,,SBD,55.3,2.9166666666666665
F,,SBD,56.71,1.6666666666666667
F,,SBD,58.75,3.3333333333333335
F,40-44,SBD,53.96,-0.0
F,40-44,SBD,53.95,0.0
F,40-44,SBD,54.82,0.75
F,50-54,SBD,59.7,0.9375
F,40-44,SBD,53.4,5.0
F,40-44,SBD,54.85,1.6666666666666667
F,40-44,SBD,54.7,1.6666666666666667
F,45-49,SBD,56.0,2.5
F,45-49,SBD,56.3,1.6666666666666667
F,35-39,SBD,57.5,2.0
F,40-44,SBD,56.66,4.166666666666667
F,45-49,SBD,56.1,-1.25
F,45-49,SBD,56.55,-0.0
F,45-49,SBD,56.75,-0.7142857142857143
F,50-54,SBD,56.25,-0.8333333333333334
F,45-49,SBD,56.8,-2.0
F,50-54,SBD,59.1,-1.6666666666666667
F,45-49,SBD,56.5,-1.25
F,45-49,SBD,56.19,0.4166666666666667
F,40-44,SBD,62.5,0.8333333333333334
F,45-49,SBD,56.1,2.5
F,40-44,SBD,56.9,-0.0
F,50-54,SBD,56.25,1.8333333333333333
F,50-54,SBD,56.57,0.2727272727272727
F,40-44,SBD,62.1,-0.5
F,40-44,SBD,56.0,-0.35714285714285715
F,45-49,SBD,56.6,-0.3125
F,40-44,SBD,56.0,-10.4
F,,SBD,57.3,-0.0
F,40-44,SBD,60.0,-0.45454545454545453
F,50-54,SBD,56.9,-5.0
F,45-49,SBD,61.62,-0.0
F,45-49,SBD,62.65,3.75
F,45-49,SBD,61.49,-0.8333333333333334
F,55-59,SBD,62.86,0.0
F,50-54,SBD,62.9,-0.8333333333333334
F,45-49,SBD,62.8,5.0
F,45-49,SBD,63.0,5.833333333333333
F,45-49,SBD,69.4,7.5
F,45-49,SBD,63.0,-0.3125
F,55-59,SBD,62.2,7.5
F,55-59,SBD,62.5,-0.0
F,55-59,SBD,62.3,-0.5
F,45-49,SBD,62.2,7.5
F,45-49,SBD,62.5,2.5
F,45-49,SBD,62.3,-0.0
F,55-59,SBD,67.4,3.125
F,50-54,SBD,62.9,-3.75
F,45-49,SBD,62.4,-1.7857142857142858
F,55-59,SBD,62.8,0.0
F,45-49,SBD,63.5,7.5
F,45-49,SBD,62.3,-1.5
F,55-59,SBD,63.0,-2.0
F,45-49,SBD,71.78,5.0
F,40-44,SBD,63.0,2.5
F,45-49,SBD,71.93,2.5
F,40-44,SBD,92.48,2.5
F,35-39,SBD,94.7,-1.25
F,40-44,SBD,82.0,-5.0
F,40-44,SBD,96.0,10.0
F,35-39,SBD,94.8,3.75
F,40-44,SBD,87.0,2.5
F,40-44,SBD,94.44,5.0
F,40-44,SBD,92.2,7.5
F,45-49,SBD,89.2,8.75
F,40-44,SBD,91.8,10.0
F,40-44,SBD,95.0,0.5
F,45-49,SBD,91.2,-0.625
F,45-49,SBD,85.8,7.5
F,40-44,SBD,92.94,2.5
F,45-49,SBD,93.4,0.5
F,50-54,SBD,51.1,-0.0
F,50-54,SBD,51.27,2.5
F,50-54,SBD,51.34,1.6666666666666667
F,50-54,SBD,51.3,0.8333333333333334
F,50-54,SBD,51.6,-0.0
F,60-64,SBD,50.54,-0.7
F,55-59,SBD,51.1,-0.7
F,60-64,SBD,53.51,-0.5
F,50-54,SBD,51.0,1.6
F,45-49,SBD,50.8,0.5
F,55-59,SBD,51.99,0.5
F,45-49,SBD,51.6,0.20833333333333334
F,60-64,SBD,51.94,0.3125
F,50-54,SBD,50.9,1.0
F,55-59,SBD,51.29,0.4166666666666667
F,50-54,SBD,50.7,-0.0
F,55-59,SBD,51.0,-0.5
F,50-54,SBD,51.3,-3.0
F,50-54,SBD,51.0,-0.375
F,60-64,SBD,50.83,0.22727272727272727
F,50-54,SBD,62.36,0.8333333333333334
F,50-54,SBD,61.75,2.5
F,50-54,SBD,62.26,2.5
F,50-54,SBD,62.55,2.5
F,45-49,SBD,62.59,-0.0
F,55-59,SBD,62.05,-2.5
F,50-54,SBD,62.0,5.0
F,50-54,SBD,62.7,-1.0714285714285714
F,55-59,SBD,67.86,-2.5
F,50-54,SBD,62.09,-3.0
F,55-59,SBD,62.9,0.22727272727272727
F,45-49,SBD,62.2,1.0
F,55-59,SBD,67.7,-0.625
F,50-54,SBD,66.4,5.0
F,45-49,SBD,62.3,7.5
F,50-54,SBD,67.1,-0.5
F,55-59,SBD,67.6,-0.25
F,45-49,SBD,64.2,12.5
F,45-49,SBD,62.5,2.1875
F,55-59,SBD,62.9,-7.5
F,55-59,SBD,66.6,-5.0
F,55-59,SBD,62.8,-2.5
F,55-59,SBD,62.4,1.25
F,45-49,SBD,62.5,2.5
F,45-49,SBD,63.0,3.3333333333333335
F,50-54,SBD,69.6,2.5
F,50-54,SBD,62.5,5.0
F,50-54,SBD,62.8,0.0
F,50-54,SBD,62.8,-0.3125
F,55-59,SBD,67.8,2.5
F,55-59,SBD,63.0,1.25
F,55-59,SBD,67.8,-0.2777777777777778
F,50-54,SBD,62.7,2.5
F,45-49,SBD,62.9,2.5
F,50-54,SBD,62.6,-2.0
F,55-59,SBD,68.35,-0.35714285714285715
F,50-54,SBD,67.5,0.0
F,50-54,SBD,71.9,2.5
F,50-54,SBD,70.96,1.25
F,50-54,SBD,79.45,2.5
F,50-54,SBD,71.2,5.0
F,50-54,SBD,76.2,5.0
F,50-54,SBD,78.6,2.5
F,50-54,SBD,79.0,5.0
F,50-54,SBD,71.3,-0.2777777777777778
F,60-64,SBD,80.1,0.25
F,50-54,SBD,71.05,3.75
F,50-54,SBD,78.0,17.5
F,45-49,SBD,78.8,7.5
F,50-54,SBD,75.2,-2.5
F,45-49,SBD,83.7,5.0
F,45-49,SBD,83.4,-0.5
F,45-49,SBD,81.2,-0.0
F,45-49,SBD,83.0,7.0
F,45-49,SBD,83.2,3.75
F,45-49,SBD,81.1,10.0
F,45-49,SBD,77.8,8.75
F,55-59,SBD,83.8,8.75
F,55-59,SBD,81.5,10.0
F,55-59,SBD,82.6,-0.625
F,60-64,SBD,81.38,1.25
F,60-64,SBD,82.45,1.4285714285714286
F,55-59,SBD,80.8,1.25
F,60-64,SBD,81.16,2.5
F,60-64,SBD,82.5,5.0
F,60-64,SBD,81.43,5.0
F,60-64,SBD,82.55,0.0
F,60-64,SBD,82.11,-2.5
F,55-59,SBD,82.0,10.0
F,55-59,SBD,80.2,0.0
F,50-54,SBD,100.5,0.5
F,,SBD,102.0,-1.25
F,,SBD,98.9,-2.5
F,,SBD,106.2,10.0
F,50-54,SBD,90.0,0.0
F,50-54,SBD,83.05,0.0
F,45-49,SBD,81.37,-0.0
F,50-54,SBD,84.9,0.0
F,50-54,SBD,82.9,0.5
F,60-64,SBD,97.8,-0.0
F,60-64,SBD,96.95,0.6818181818181818
F,50-54,SBD,86.6,-7.5
F,50-54,SBD,83.0,3.75
F,50-54,SBD,86.7,-0.0
F,55-59,SBD,96.1,0.625
F,45-49,SBD,84.6,0.9090909090909091
F,60-64,SBD,98.45,0.7142857142857143
F,50-54,SBD,83.2,7.5
F,50-54,SBD,81.8,1.0714285714285714
F,55-59,SBD,93.8,0.5
F,50-54,SBD,81.1,-0.0
F,55-59,SBD,89.35,5.0
F,60-64,SBD,98.4,1.25
F,60-64,SBD,61.32,1.25
F,60-64,SBD,60.77,2.5
F,60-64,SBD,62.0,-1.25
F,60-64,SBD,64.2,-2.5
F,60-64,SBD,62.1,0.0
F,60-64,SBD,60.6,2.5
F,60-64,SBD,62.4,2.5
F,55-59,SBD,62.9,1.25
F,60-64,SBD,66.6,2.5
F,60-64,SBD,64.7,-1.875
F,60-64,SBD,71.2,-0.8333333333333334
F,60-64,SBD,67.0,-2.0
F,65-69,SBD,66.6,-3.75
F,70-74,SBD,50.9,0.25
F,70-74,SBD,50.7,-5.0
F,70-74,SBD,50.3,-5.5
F,70-74,SBD,49.8,2.75
F,70-74,SBD,50.7,5.0
F,70-74,SBD,51.2,2.5
F,65-69,SBD,50.4,7.5
F,65-69,SBD,51.2,2.5
F,70-74,SBD,50.8,7.5
F,75-79,SBD,82.8,1.25
F,70-74,SBD,83.0,1.25
F,75-79,SBD,82.16,-2.5
F,75-79,SBD,82.99,0.0
F,75-79,SBD,81.0,0.0
F,70-74,SBD,82.4,-0.0
F,75-79,SBD,82.6,0.0
F,70-74,SBD,81.2,0.8333333333333334
F,75-79,SBD,83.12,-0.0
M,20-23,SBD,58.85,0.0
M,20-23,SBD,58.74,7.5
M,20-23,SBD,65.4,5.0
M,24-34,SBD,58.6,2.5
M,24-34,SBD,59.0,2.5
M,24-34,SBD,58.69,2.5
M,24-34,SBD,58.58,3.5
M,20-23,SBD,58.77,3.0
M,24-34,SBD,62.5,4.583333333333333
M,18-19,SBD,56.6,5.416666666666667
M,24-34,SBD,58.8,7.5
M,24-34,SBD,58.0,4.166666666666667
M,20-23,SBD,58.7,-5.0
M,20-23,SBD,63.8,-0.0
M,20-23,SBD,65.0,
M,20-23,SBD,58.4,
M,24-34,SBD,58.9,-3.75
M,24-34,SBD,58.8,6.25
M,20-23,SBD,64.9,2.5
M,24-34,SBD,58.36,2.5
M,20-23,SBD,62.2,2.0833333333333335
M,24-34,SBD,58.8,-5.0
M,24-34,SBD,58.83,3.125
M,20-23,SBD,73.95,5.0
M,20-23,SBD,73.95,9.166666666666666
M,18-19,SBD,73.75,10.0
M,16-17,SBD,73.1,7.5
M,20-23,SBD,73.73,0.0
M,20-23,SBD,82.0,9.875
M,16-17,SBD,73.9,8.9
M,20-23,SBD,82.9,6.666666666666667
M,18-19,SBD,73.65,11.25
M,18-19,SBD,73.7,7.5
M,18-19,SBD,77.25,10.0
M,16-17,SBD,73.3,15.0
M,16-17,SBD,68.4,7.142857142857143
M,20-23,SBD,77.4,6.666666666666667
M,16-17,SBD,73.5,12.5
M,18-19,SBD,74.0,8.75
M,20-23,SBD,73.7,15.0
M,20-23,SBD,73.3,
M,24-34,SBD,83.0,
M,20-23,SBD,74.0,
M,20-23,SBD,73.0,8.75
M,20-23,SBD,73.6,7.5
M,20-23,SBD,73.7,7.5
M,20-23,SBD,73.78,18.75
M,24-34,SBD,82.93,14.375
M,20-23,SBD,73.6,10.0
M,20-23,SBD,73.68,15.0
M,24-34,SBD,80.35,18.25
M,20-23,SBD,73.64,8.0
M,24-34,SBD,82.35,-12.5
M,24-34,SBD,82.91,13.125
M,20-23,SBD,73.28,17.5
M,20-23,SBD,72.6,13.75
M,24-34,SBD,81.6,-7.5
M,24-34,SBD,82.22,-18.0
M,24-34,SBD,82.9,33.0
M,20-23,SBD,82.4,7.5
M,24-34,SBD,82.6,7.5
M,20-23,SBD,82.9,1.25
M,20-23,SBD,92.2,10.0
M,20-23,SBD,100.6,-1.25
M,20-23,SBD,97.1,0.0
M,20-23,SBD,104.38,17.5
M,18-19,SBD,91.95,-2.5
M,16-17,SBD,79.4,10.0
M,16-17,SBD,87.1,37.5
M,18-19,SBD,91.9,21.25
M,16-17,SBD,79.3,15.0
M,20-23,SBD,117.35,4.166666666666667
M,24-34,SBD,119.59,1.25
M,20-23,SBD,119.55,-1.25
M,24-34,SBD,119.61,3.3333333333333335
M,20-23,SBD,118.55,7.5
M,20-23,SBD,118.51,2.5
M,24-34,SBD,118.95,-0.0
M,24-34,SBD,119.66,-1.25
M,20-23,SBD,118.6,10.5
M,18-19,SBD,101.9,10.625
M,20-23,SBD,117.72,10.0
M,18-19,SBD,108.7,17.5
M,20-23,SBD,111.8,15.0
M,18-19,SBD,110.33,10.0
M,20-23,SBD,118.5,8.75
M,18-19,SBD,110.84,7.5
M,20-23,SBD,112.6,-2.5
M,20-23,SBD,116.4,-2.5
M,20-23,SBD,111.8,-5.0
M,24-34,SBD,113.45,-0.0
M,24-34,SBD,113.2,6.0
M,20-23,SBD,98.1,12.5
M,20-23,SBD,107.9,2.5
M,24-34,SBD,116.06,10.0
M,20-23,SBD,114.06,-2.5
M,20-23,SBD,104.7,1.25
M,24-34,SBD,113.93,0.625
M,24-34,SBD,114.0,-0.0
M,24-34,SBD,112.84,1.7857142857142858
M,20-23,SBD,102.2,3.3333333333333335
M,20-23,SBD,111.74,6.25
M,20-23,SBD,105.05,7.5
M,20-23,SBD,107.6,2.5
M,24-34,SBD,114.73,1.5
M,20-23,SBD,109.6,2.5
M,24-34,SBD,113.79,-2.5
F,20-23,SBD,51.25,0.0
F,20-23,SBD,51.54,-2.5
F,24-34,SBD,59.8,10.0
F,20-23,SBD,55.8,7.5
F,20-23,SBD,67.1,13.75
F,18-19,SBD,58.9,3.125
F,20-23,SBD,72.09,0.0
F,20-23,SBD,68.05,5.833333333333333
F,24-34,SBD,68.81,5.0
F,24-34,SBD,68.11,5.0
F,20-23,SBD,69.6,4.5
F,20-23,SBD,67.78,5.0
F,20-23,SBD,67.76,5.0
F,20-23,SBD,68.4,6.25
F,24-34,SBD,68.51,7.5
F,24-34,SBD,68.53,6.875
F,20-23,SBD,61.1,8.75
F,20-23,SBD,67.67,4.375
F,24-34,SBD,68.47,3.3333333333333335
F,20-23,SBD,66.7,1.6666666666666667
F,24-34,SBD,66.9,1.6666666666666667
F,20-23,SBD,61.9,-1.25
F,16-17,SBD,70.3,2.0
F,20-23,SBD,68.6,7.5
F,20-23,SBD,68.2,3.75
F,20-23,SBD,67.05,-5.0
F,20-23,SBD,64.6,2.5
F,20-23,SBD,68.65,1.25
F,20-23,SBD,66.1,-1.25
F,24-34,SBD,68.8,0.0
F,20-23,SBD,67.5,12.5
F,24-34,SBD,68.2,4.583333333333333
F,,SBD,59.7,6.5
F,20-23,SBD,66.4,2.5
F,20-23,SBD,62.5,6.25
F,18-19,SBD,62.0,6.25
F,20-23,SBD,61.6,5.0
F,,SBD,61.8,10.0
F,,SBD,62.2,3.75
F,,SBD,67.6,12.5
F,,SBD,67.1,2.5
F,20-23,SBD,63.5,7.5
F,24-34,SBD,68.1,10.0
F,24-34,SBD,67.9,10.0
F,20-23,SBD,61.7,6.25
F,24-34,SBD,67.61,2.5
F,20-23,SBD,68.32,8.75
F,24-34,SBD,46.15,2.5
F,24-34,SBD,46.76,-2.5
F,20-23,SBD,45.8,-2.5
F,24-34,SBD,46.45,-2.5
F,20-23,SBD,46.95,1.0
F,24-34,SBD,46.65,2.5
F,24-34,SBD,51.15,8.75
F,20-23,SBD,51.2,7.5
F,20-23,SBD,51.4,7.5
F,24-34,SBD,51.0,5.0
F,20-23,SBD,50.9,2.5
F,,SBD,71.4,15.0
F,24-34,SBD,83.6,6.75
F,20-23,SBD,81.5,20.0
F,20-23,SBD,74.1,10.0
F,20-23,SBD,74.8,15.0
F,20-23,SBD,82.7,7.5
F,24-34,SBD,82.8,7.5
F,20-23,SBD,82.9,20.0
F,24-34,SBD,46.7,5.0
F,20-23,SBD,75.25,15.0
F,20-23,SBD,75.06,2.5
F,20-23,SBD,75.99,7.5
F,20-23,SBD,61.3,15.0
F,20-23,SBD,61.5,20.0
F,20-23,SBD,61.0,12.5
F,20-23,SBD,61.95,12.5
F,20-23,SBD,61.8,17.5
F,20-23,SBD,62.3,10.0
F,20-23,SBD,61.11,0.0
F,20-23,SBD,61.0,7.5
F,20-23,SBD,61.86,-2.5
F,20-23,SBD,62.55,0.0
F,20-23,SBD,62.0,-5.0
F,20-23,SBD,60.65,-2.5
F,20-23,SBD,60.8,5.0
F,20-23,SBD,62.15,3.75
F,20-23,SBD,60.2,3.75
F,20-23,SBD,62.5,2.5
F,20-23,SBD,61.8,5.0
F,20-23,SBD,68.85,5.0
F,20-23,SBD,68.69,5.0
F,20-23,SBD,68.52,6.25
F,20-23,SBD,67.44,6.25
F,20-23,SBD,68.56,8.75
F,20-23,SBD,67.0,6.666666666666667
F,20-23,SBD,68.38,2.5
F,20-23,SBD,67.85,5.0
F,20-23,SBD,68.47,5.0
F,20-23,SBD,83.36,5.0
F,20-23,SBD,56.65,7.5
F,20-23,SBD,56.95,2.5
F,20-23,SBD,56.67,8.75
F,20-23,SBD,56.7,15.0
F,20-23,SBD,57.0,5.0
F,20-23,SBD,56.9,7.5
F,20-23,SBD,56.9,15.0
F,20-23,SBD,62.2,7.5
F,20-23,SBD,62.16,5.0
F,20-23,SBD,62.63,5.0
F,20-23,SBD,64.56,6.25
F,20-23,SBD,113.25,6.25
F,20-23,SBD,104.23,15.0
F,18-19,SBD,99.7,11.25
F,20-23,SBD,108.34,10.0
F,18-19,SBD,98.93,11.25
F,20-23,SBD,107.32,15.0
F,20-23,SBD,46.45,2.5
F,20-23,SBD,45.77,-5.0
F,20-23,SBD,46.45,-10.0
F,20-23,SBD,56.45,5.0
F,20-23,SBD,56.38,7.5
F,20-23,SBD,56.6,10.0
F,20-23,SBD,56.86,12.5
F,20-23,SBD,55.56,17.5
F,20-23,SBD,98.05,2.5
F,20-23,SBD,46.15,0.0
F,20-23,SBD,56.6,0.0
F,20-23,SBD,56.95,5.0
F,20-23,SBD,56.2,7.5
F,20-23,SBD,81.84,10.0
F,18-19,SBD,75.4,10.0
F,20-23,SBD,80.05,6.25
F,18-19,SBD,75.25,12.5
F,20-23,SBD,80.7,11.25
F,20-23,SBD,95.8,22.5
F,,SBD,75.6,22.5
F,20-23,SBD,95.8,13.75
F,18-19,SBD,91.2,16.25
F,,SBD,98.9,27.5
F,,SBD,75.8,1.25
F,20-23,SBD,56.55,12.5
F,20-23,SBD,60.16,5.0
F,20-23,SBD,55.7,15.0
F,20-23,SBD,75.65,12.5
F,18-19,SBD,74.5,12.5
F,20-23,SBD,75.3,15.0
F,18-19,SBD,74.5,0.0
F,18-19,SBD,71.8,20.0
F,16-17,SBD,70.9,12.5
F,18-19,SBD,71.8,7.5
F,18-19,SBD,73.85,6.25
F,18-19,SBD,55.95,7.5
F,18-19,SBD,60.05,5.0
F,18-19,SBD,56.45,12.5
F,18-19,SBD,51.5,5.0
F,16-17,SBD,46.2,7.5
F,16-17,SBD,46.8,8.75
F,18-19,SBD,62.3,2.5
F,16-17,SBD,62.9,15.0
F,18-19,SBD,62.2,12.5
F,18-19,SBD,65.3,17.5
M,24-34,SBD,123.55,5.0
M,24-34,SBD,72.3,2.5
M,24-34,SBD,72.05,-2.5
M,24-34,SBD,82.8,12.5
M,24-34,SBD,82.8,-10.0
M,24-34,SBD,119.0,-2.5
M,20-23,SBD,118.8,12.5
M,20-23,SBD,114.2,5.0
M,20-23,SBD,108.2,10.0
M,20-23,SBD,117.35,5.0
M,24-34,SBD,119.25,5.0
M,,SBD,119.3,10.0
M,,SBD,116.9,10.0
M,24-34,SBD,81.8,10.0
M,24-34,SBD,81.72,8.75
M,24-34,SBD,72.95,0.0
M,24-34,SBD,72.3,-2.5
M,24-34,SBD,65.55,6.875
M,24-34,SBD,72.6,0.0
M,20-23,SBD,73.0,5.0
M,24-34,SBD,103.85,22.5
M,20-23,SBD,89.5,10.0
M,24-34,SBD,115.85,7.5
M,20-23,SBD,112.36,11.25
M,20-23,SBD,119.05,13.75
M,20-23,SBD,111.26,12.5
M,20-23,SBD,103.6,12.5
M,20-23,SBD,104.0,27.5
M,20-23,SBD,89.86,37.5
M,20-23,SBD,102.5,22.5
M,20-23,SBD,100.5,16.25
M,24-34,SBD,90.7,-2.5
M,20-23,SBD,89.7,12.5
M,20-23,SBD,84.5,8.333333333333334
M,24-34,SBD,89.9,10.833333333333334
M,20-23,SBD,84.2,16.25
M,20-23,SBD,88.9,22.5
M,20-23,SBD,87.0,10.0
M,24-34,SBD,82.0,15.0
M,20-23,SBD,73.6,12.5
M,24-34,SBD,82.0,25.0
M,20-23,SBD,73.6,-5.0
M,20-23,SBD,104.5,0.0
M,20-23,SBD,104.3,-0.0
M,20-23,SBD,103.9,7.0
M,16-17,SBD,87.6,8.75
M,20-23,SBD,103.5,10.625
M,16-17,SBD,84.6,9.166666666666666
M,20-23,SBD,159.2,5.0
M,20-23,SBD,156.16,5.0
M,20-23,SBD,142.2,10.0
M,20-23,SBD,163.3,14.375
M,18-19,SBD,117.9,16.25
M,20-23,SBD,137.5,17.5
M,20-23,SBD,154.8,17.5
M,20-23,SBD,117.75,17.5
M,24-34,SBD,104.7,4.75
M,20-23,SBD,92.55,0.0
M,20-23,SBD,95.95,10.0
M,20-23,SBD,92.23,0.0
M,20-23,SBD,92.22,15.0
M,20-23,SBD,92.28,8.75
M,20-23,SBD,92.3,2.5
M,20-23,SBD,102.04,6.25
M,20-23,SBD,92.7,15.0
M,20-23,SBD,84.86,27.5
M,20-23,SBD,101.7,25.0
M,20-23,SBD,103.2,-2.5
M,20-23,SBD,92.93,5.0
M,20-23,SBD,91.2,-0.0
M,24-34,SBD,92.79,12.5
M,24-34,SBD,100.78,5.0
M,20-23,SBD,92.2,7.5
M,20-23,SBD,116.1,7.5
M,20-23,SBD,114.65,17.5
M,20-23,SBD,91.9,25.0
M,20-23,SBD,92.19,-7.5
M,20-23,SBD,101.38,7.5
M,20-23,SBD,102.77,8.75
M,20-23,SBD,100.87,15.0
M,18-19,SBD,99.1,12.5
M,20-23,SBD,59.0,5.0
M,20-23,SBD,59.0,10.0
M,20-23,SBD,58.74,2.5
M,20-23,SBD,81.25,15.0
M,20-23,SBD,92.25,6.875
M,18-19,SBD,81.02,2.5
M,20-23,SBD,81.58,11.25
M,20-23,SBD,90.89,5.0
M,20-23,SBD,82.05,6.25
M,20-23,SBD,92.77,-0.0
M,20-23,SBD,90.36,5.0
M,20-23,SBD,90.36,2.5
M,20-23,SBD,91.63,-2.5
M,20-23,SBD,91.31,6.666666666666667
M,20-23,SBD,73.95,12.5
M,20-23,SBD,65.73,12.5
M,20-23,SBD,73.4,15.0
M,20-23,SBD,72.5,5.0
M,20-23,SBD,73.2,7.5
M,20-23,SBD,73.2,12.5
M,20-23,SBD,109.46,20.0
M,20-23,SBD,73.33,7.5
M,20-23,SBD,73.55,7.5
M,20-23,SBD,73.75,2.5
M,20-23,SBD,77.65,-0.0
M,20-23,SBD,79.4,15.0
M,20-23,SBD,72.8,17.5
M,18-19,SBD,67.6,17.5
M,20-23,SBD,91.95,22.5
M,20-23,SBD,86.4,15.0
M,20-23,SBD,89.8,13.75
M,20-23,SBD,80.8,15.0
M,20-23,SBD,69.6,15.0
M,20-23,SBD,65.77,5.0
M,20-23,SBD,65.7,7.5
M,20-23,SBD,66.0,5.0
M,20-23,SBD,103.1,2.5
M,20-23,SBD,82.2,5.0
M,20-23,SBD,82.3,10.0
M,18-19,SBD,82.26,
M,18-19,SBD,82.16,15.0
M,20-23,SBD,81.6,5.0
M,18-19,SBD,82.0,10.0
M,20-23,SBD,104.65,8.333333333333334
M,18-19,SBD,97.01,16.25
M,20-23,SBD,104.6,5.0
M,20-23,SBD,104.4,6.25
M,20-23,SBD,81.9,2.5
M,20-23,SBD,82.3,12.5
M,20-23,SBD,59.0,10.0
M,20-23,SBD,65.15,-0.8333333333333334
M,18-19,SBD,73.15,1.3333333333333333
M,20-23,SBD,65.1,11.5
M,20-23,SBD,65.3,-7.5
M,20-23,SBD,102.5,-10.0
M,20-23,SBD,104.0,-0.0
M,20-23,SBD,102.6,15.0
M,20-23,SBD,73.7,-5.0
M,20-23,SBD,73.98,17.5
M,20-23,SBD,81.4,10.0
M,,SBD,71.8,0.0
M,,SBD,73.9,7.5
M,20-23,SBD,91.09,17.5
M,18-19,SBD,82.7,12.5
M,20-23,SBD,90.65,13.75
M,18-19,SBD,81.99,12.5
M,20-23,SBD,82.4,15.0
M,20-23,SBD,79.2,7.5
M,18-19,SBD,75.0,-0.0
M,20-23,SBD,74.67,2.5
M,18-19,SBD,75.0,2.5
M,18-19,SBD,74.06,8.75
M,20-23,SBD,111.6,17.5
M,20-23,SBD,104.2,25.0
M,18-19,SBD,102.7,35.0
M,20-23,SBD,109.6,32.5
M,18-19,SBD,90.75,30.0
M,20-23,SBD,91.65,12.5
M,20-23,SBD,81.93,7.5
M,18-19,SBD,85.86,10.0
M,20-23,SBD,87.52,16.25
M,18-19,SBD,80.6,6.25
M,20-23,SBD,92.21,2.5
M,18-19,SBD,91.76,12.5
M,18-19,SBD,81.7,11.25
M,20-23,SBD,91.98,-2.5
M,20-23,SBD,91.86,5.0
M,18-19,SBD,91.57,2.5
M,18-19,SBD,89.61,5.0
M,,SBD,82.4,15.0
M,,SBD,81.4,20.0
M,16-17,SBD,71.7,12.5
M,18-19,SBD,73.5,17.5
M,,SBD,72.2,-0.0
M,,SBD,83.8,-10.0
M,20-23,SBD,81.2,40.0
M,20-23,SBD,82.2,5.0
M,18-19,SBD,81.7,17.5
M,18-19,SBD,81.45,7.5
M,20-23,SBD,82.5,23.75
M,18-19,SBD,73.6,22.5
M,18-19,SBD,80.7,20.0
M,18-19,SBD,74.86,21.25
M,20-23,SBD,82.8,22.5
M,18-19,SBD,81.9,20.0
M,18-19,SBD,81.5,25.0
M,20-23,SBD,81.6,17.5
M,18-19,SBD,80.45,20.0
M,18-19,SBD,81.4,13.75
M,18-19,SBD,75.6,10.0
M,18-19,SBD,81.45,17.5
M,16-17,SBD,72.1,10.0
M,20-23,SBD,82.0,22.5
M,18-19,SBD,81.9,15.0
M,18-19,SBD,128.65,27.5
M,20-23,SBD,82.5,10.0
M,,SBD,82.3,2.5
M,18-19,SBD,72.8,12.5
M,13-15,SBD,58.98,8.75
M,13-15,SBD,57.4,5.0
M,13-15,SBD,57.95,17.5
M,13-15,SBD,57.9,15.0
M,13-15,SBD,56.9,27.5
M,18-19,SBD,58.85,15.0
M,18-19,SBD,65.05,10.0
M,16-17,SBD,57.35,20.0
M,13-15,SBD,51.74,25.0
M,16-17,SBD,65.9,-7.5
M,16-17,SBD,64.17,5.0
M,18-19,SBD,69.1,5.0
M,16-17,SBD,64.72,6.666666666666667
M,20-23,SBD,70.81,7.5
M,18-19,SBD,68.72,1.25
M,20-23,SBD,67.7,15.0
M,20-23,SBD,71.13,6.666666666666667
M,18-19,SBD,68.48,-0.0
M,18-19,SBD,69.03,2.5
M,18-19,SBD,70.26,5.0
M,16-17,SBD,70.7,4.0
M,20-23,SBD,71.7,2.5
M,20-23,SBD,73.1,6.071428571428571
M,13-15,SBD,65.15,10.0
M,18-19,SBD,72.31,7.5
M,16-17,SBD,72.5,12.5
M,18-19,SBD,73.0,3.75
M,20-23,SBD,73.51,4.375
M,18-19,SBD,74.95,5.0
M,18-19,SBD,73.04,5.0
M,20-23,SBD,73.47,5.833333333333333
M,18-19,SBD,72.33,22.5
M,16-17,SBD,65.0,10.0
M,18-19,SBD,72.36,9.75
M,20-23,SBD,81.58,5.0
M,18-19,SBD,81.35,3.75
M,20-23,SBD,82.32,2.5
M,20-23,SBD,80.7,0.0
M,18-19,SBD,78.82,17.5
M,18-19,SBD,73.38,4.166666666666667
M,20-23,SBD,82.0,6.0
M,16-17,SBD,72.2,5.833333333333333
M,20-23,SBD,76.45,6.25
M,16-17,SBD,72.0,10.0
M,18-19,SBD,75.4,7.5
M,18-19,SBD,70.9,17.5
M,16-17,SBD,64.7,
M,18-19,SBD,82.8,3.3333333333333335
M,20-23,SBD,82.2,11.0
M,16-17,SBD,71.2,12.5
M,18-19,SBD,82.5,16.875
M,16-17,SBD,67.8,21.666666666666668
M,18-19,SBD,82.95,10.0
M,20-23,SBD,82.9,10.0
M,18-19,SBD,82.2,2.5
M,20-23,SBD,83.25,-0.8333333333333334
